year_of_filing,state,sector,dispute_type,claim_amount_slab,claim_amount_numeric,respondent_type,delay_days,has_written_contract,has_purchase_order,has_delivery_challan,num_invoices_submitted,doc_completeness_score,claimant_udyam_age_months,prior_cases_filed,case_status,resolution_days
2018,West Bengal,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,PSU,823,0,1,1,14,0.64,107,0,Mutually Settled,92.0
2022,Gujarat,Textile & Apparel,Partial Payment,50 Lakh - 1 Crore,7500000,PSU,742,1,1,1,3,0.28,42,0,Mutually Settled,103.0
2024,Telangana,Auto Components,Non-Payment,1-10 Lakh,500000,PSU,590,1,1,0,11,0.39,119,0,Mutually Settled,133.0
2022,Telangana,Textile & Apparel,Non-Payment,10-50 Lakh,3000000,Private Large Corp,538,0,0,1,9,0.62,87,2,Mutually Settled,106.0
2019,Karnataka,Electrical & Electronics,Non-Payment,10-50 Lakh,3000000,Govt Department,611,1,1,0,3,0.74,114,0,Mutually Settled,57.0
2021,Maharashtra,Pharma & Chemicals,Contract Breach,1-10 Lakh,500000,Private SME,789,0,1,1,6,0.75,118,1,Mutually Settled,128.0
2025,Tamil Nadu,Textile & Apparel,Partial Payment,Below 1 Lakh,50000,CPSE,314,0,1,0,5,0.77,110,1,Mutually Settled,23.0
2023,Delhi,Textile & Apparel,Partial Payment,1-10 Lakh,500000,PSU,197,1,1,1,7,0.9,41,0,Mutually Settled,78.0
2023,Himachal Pradesh,Textile & Apparel,Non-Payment,10-50 Lakh,3000000,PSU,107,1,1,1,12,0.99,114,0,Mutually Settled,110.0
2024,Punjab,Construction,Partial Payment,1-10 Lakh,500000,Private SME,213,0,1,0,9,0.6,84,0,Converted to Case - Pending,
2018,Tamil Nadu,Manufacturing,Non-Payment,Below 1 Lakh,50000,Private SME,429,1,1,1,7,0.49,59,0,Mutually Settled,28.0
2022,Punjab,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private SME,872,1,1,1,4,0.78,88,0,Mutually Settled,118.0
2021,Karnataka,Auto Components,Partial Payment,Below 1 Lakh,50000,Govt Department,357,0,1,0,8,0.84,107,2,Mutually Settled,88.0
2019,Madhya Pradesh,Pharma & Chemicals,Non-Payment,10-50 Lakh,3000000,Private SME,621,0,0,1,1,0.68,7,0,Converted to Case - Pending,
2020,Maharashtra,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,105,0,1,1,11,0.61,62,0,Mutually Settled,143.0
2024,West Bengal,Manufacturing,Partial Payment,Below 1 Lakh,50000,Govt Department,324,1,1,0,3,0.55,7,0,Disposed - In Favour of Claimant,326.0
2019,Karnataka,Engineering & Fabrication,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,712,1,1,0,12,0.64,45,0,Disposed - In Favour of Claimant,429.0
2020,Uttarakhand,Auto Components,Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,665,0,1,1,7,0.79,110,2,Mutually Settled,160.0
2020,Tamil Nadu,Auto Components,Non-Payment,Below 1 Lakh,50000,Govt Department,362,0,0,0,2,0.52,39,1,Disposed - In Favour of Claimant,642.0
2018,Punjab,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,345,1,1,0,13,0.49,18,1,Disposed - In Favour of Claimant,380.0
2022,Odisha,Construction,Contract Breach,Above 1 Crore,15000000,PSU,614,1,0,1,8,0.77,91,0,Mutually Settled,86.0
2023,Maharashtra,Pharma & Chemicals,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,88,0,1,1,4,0.48,84,0,Mutually Settled,48.0
2017,Jharkhand,Auto Components,Partial Payment,Above 1 Crore,15000000,Private Large Corp,363,1,1,1,11,0.68,97,2,Disposed - In Favour of Claimant,378.0
2019,Haryana,IT & Software Services,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private Large Corp,157,0,1,1,4,0.67,17,1,Mutually Settled,163.0
2023,Maharashtra,IT & Software Services,Non-Payment,1-10 Lakh,500000,PSU,552,0,1,1,12,0.65,24,1,Mutually Settled,36.0
2022,Tamil Nadu,Pharma & Chemicals,Contract Breach,1-10 Lakh,500000,Private Large Corp,887,1,0,0,3,0.52,57,0,Disposed - In Favour of Claimant,542.0
2023,Haryana,Textile & Apparel,Non-Payment,Below 1 Lakh,50000,Private Large Corp,780,1,0,1,14,1.0,119,0,Mutually Settled,166.0
2020,Maharashtra,Food Processing,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,752,1,0,1,10,0.73,83,0,Disposed - In Favour of Claimant,499.0
2024,Delhi,Engineering & Fabrication,Partial Payment,Above 1 Crore,15000000,Private Large Corp,518,1,1,1,14,0.55,111,1,Mutually Settled,131.0
2022,Tamil Nadu,Electrical & Electronics,Non-Payment,Above 1 Crore,15000000,Private Large Corp,738,1,0,0,8,0.72,16,1,Disposed - In Favour of Claimant,601.0
2022,Delhi,Construction,Partial Payment,50 Lakh - 1 Crore,7500000,Govt Department,216,1,1,1,6,1.0,65,1,Mutually Settled,124.0
2018,Maharashtra,Electrical & Electronics,Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,405,1,1,0,9,0.67,23,1,Mutually Settled,76.0
2020,Kerala,Food Processing,Partial Payment,10-50 Lakh,3000000,CPSE,456,1,1,0,8,0.96,3,1,Mutually Settled,28.0
2023,Himachal Pradesh,Printing & Packaging,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,302,1,1,0,10,0.42,60,1,Disposed - In Favour of Claimant,374.0
2020,Uttarakhand,Pharma & Chemicals,Non-Payment,1-10 Lakh,500000,Private SME,94,0,0,0,11,0.48,110,0,Disposed - In Favour of Claimant,595.0
2018,West Bengal,Textile & Apparel,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private Large Corp,605,1,1,0,4,0.22,37,0,Mutually Settled,153.0
2022,Maharashtra,Manufacturing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,509,0,1,0,8,1.0,67,0,Mutually Settled,77.0
2022,West Bengal,Textile & Apparel,Contract Breach,50 Lakh - 1 Crore,7500000,Private Large Corp,784,1,1,1,13,0.31,43,1,Rejected,117.0
2022,Maharashtra,Auto Components,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,764,0,1,1,9,0.68,22,3,Mutually Settled,68.0
2022,Maharashtra,Textile & Apparel,Partial Payment,50 Lakh - 1 Crore,7500000,PSU,271,0,1,1,6,1.0,113,0,Mutually Settled,86.0
2022,Tamil Nadu,Auto Components,Partial Payment,1-10 Lakh,500000,Private SME,738,1,0,0,6,0.84,53,0,Mutually Settled,147.0
2022,Rajasthan,Electrical & Electronics,Non-Payment,10-50 Lakh,3000000,Private SME,568,1,0,1,12,0.73,97,0,Mutually Settled,39.0
2025,Madhya Pradesh,Printing & Packaging,Non-Payment,Above 1 Crore,15000000,CPSE,438,1,0,0,10,0.91,80,1,Mutually Settled,51.0
2022,Haryana,Construction,Non-Payment,1-10 Lakh,500000,Private SME,874,1,0,1,9,0.52,102,0,Mutually Settled,129.0
2022,Rajasthan,Printing & Packaging,Quality Dispute Leading to Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,678,1,1,1,13,0.75,114,2,Disposed - In Favour of Claimant,190.0
2020,Tamil Nadu,Auto Components,Non-Payment,1-10 Lakh,500000,PSU,133,0,1,0,10,0.63,45,0,Mutually Settled,46.0
2024,Goa,Manufacturing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private SME,146,1,0,1,9,0.62,119,0,Disposed - In Favour of Claimant,521.0
2017,Uttar Pradesh,Food Processing,Partial Payment,50 Lakh - 1 Crore,7500000,Govt Department,144,1,1,0,14,0.69,40,0,Mutually Settled,79.0
2022,Rajasthan,Electrical & Electronics,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,579,1,1,0,4,0.89,78,0,Mutually Settled,59.0
2021,Gujarat,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Govt Department,661,0,1,1,6,0.96,48,0,Mutually Settled,58.0
2022,Madhya Pradesh,Textile & Apparel,Non-Payment,1-10 Lakh,500000,PSU,531,0,0,1,5,0.6,116,0,Mutually Settled,85.0
2021,Haryana,Construction,Contract Breach,Below 1 Lakh,50000,PSU,116,0,1,0,12,0.43,90,2,Disposed - In Favour of Claimant,287.0
2023,Gujarat,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private SME,473,1,1,0,11,0.49,78,0,Disposed - In Favour of Claimant,408.0
2017,Maharashtra,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Govt Department,331,1,1,1,5,1.0,86,2,Mutually Settled,117.0
2021,Haryana,Auto Components,Non-Payment,50 Lakh - 1 Crore,7500000,CPSE,361,1,1,0,9,0.95,107,0,Mutually Settled,39.0
2024,Punjab,Food Processing,Non-Payment,Below 1 Lakh,50000,Private SME,522,1,1,1,11,0.43,43,0,Mutually Settled,151.0
2020,Tamil Nadu,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,612,1,1,0,8,0.98,31,3,Mutually Settled,163.0
2018,Jharkhand,Textile & Apparel,Partial Payment,Above 1 Crore,15000000,Private Large Corp,172,1,0,1,11,0.51,110,0,Disposed - In Favour of Claimant,485.0
2022,Gujarat,Electrical & Electronics,Partial Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,596,1,1,1,4,0.78,15,0,Mutually Settled,157.0
2025,Uttar Pradesh,Textile & Apparel,Partial Payment,10-50 Lakh,3000000,Private SME,470,1,1,1,1,0.51,23,0,Mutually Settled,164.0
2018,Jharkhand,Engineering & Fabrication,Non-Payment,10-50 Lakh,3000000,Private Large Corp,432,1,1,0,2,1.0,86,1,Mutually Settled,40.0
2018,Uttar Pradesh,Pharma & Chemicals,Payment After Due Date,1-10 Lakh,500000,Govt Department,184,0,1,1,3,0.54,9,0,Converted to Case - Pending,
2022,Punjab,Electrical & Electronics,Payment After Due Date,1-10 Lakh,500000,PSU,177,0,1,1,7,0.44,88,1,Mutually Settled,120.0
2020,Uttar Pradesh,Engineering & Fabrication,Non-Payment,Below 1 Lakh,50000,Govt Department,281,0,1,1,6,0.56,56,0,Mutually Settled,55.0
2021,Tamil Nadu,Pharma & Chemicals,Non-Payment,10-50 Lakh,3000000,Private Large Corp,206,1,1,1,5,1.0,95,3,Mutually Settled,146.0
2024,Himachal Pradesh,Manufacturing,Non-Payment,1-10 Lakh,500000,Private Large Corp,462,1,1,1,13,0.7,1,1,Disposed - In Favour of Claimant,468.0
2019,Uttar Pradesh,Engineering & Fabrication,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,602,1,1,1,2,0.44,105,0,Mutually Settled,38.0
2023,Kerala,Auto Components,Payment After Due Date,1-10 Lakh,500000,PSU,449,0,1,1,6,0.49,38,1,Disposed - In Favour of Claimant,350.0
2022,Gujarat,Manufacturing,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private Large Corp,210,1,1,1,11,0.3,44,0,Converted to Case - Pending,
2024,Gujarat,IT & Software Services,Non-Payment,10-50 Lakh,3000000,Private SME,897,0,1,1,6,0.76,58,1,Disposed - In Favour of Claimant,312.0
2025,Maharashtra,Construction,Partial Payment,10-50 Lakh,3000000,Private Large Corp,271,1,1,0,10,0.4,57,0,Converted to Case - Pending,
2022,Punjab,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Govt Department,194,1,1,0,8,0.87,77,0,Mutually Settled,96.0
2022,Uttar Pradesh,IT & Software Services,Non-Payment,1-10 Lakh,500000,CPSE,359,1,1,0,8,0.81,42,0,Mutually Settled,170.0
2023,Andhra Pradesh,Electrical & Electronics,Partial Payment,Below 1 Lakh,50000,Govt Department,352,0,1,1,13,0.63,11,0,Mutually Settled,95.0
2020,Rajasthan,Construction,Non-Payment,Below 1 Lakh,50000,Private Large Corp,884,1,1,1,7,0.9,5,0,Disposed - In Favour of Claimant,620.0
2020,Uttarakhand,Construction,Payment After Due Date,10-50 Lakh,3000000,Private SME,701,1,1,0,13,0.84,64,3,Mutually Settled,57.0
2025,Gujarat,Electrical & Electronics,Partial Payment,1-10 Lakh,500000,Private Large Corp,781,1,0,1,9,0.68,6,0,Mutually Settled,39.0
2021,Kerala,Construction,Payment After Due Date,Below 1 Lakh,50000,Private Large Corp,465,0,1,1,3,0.5,95,0,Mutually Settled,123.0
2017,Madhya Pradesh,Engineering & Fabrication,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,223,1,1,1,8,0.73,81,0,Disposed - In Favour of Claimant,93.0
2024,Madhya Pradesh,Printing & Packaging,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,376,1,1,0,12,0.73,32,0,Mutually Settled,47.0
2022,Andhra Pradesh,Food Processing,Contract Breach,Below 1 Lakh,50000,Govt Department,549,1,1,1,8,0.75,90,0,Mutually Settled,176.0
2019,West Bengal,Electrical & Electronics,Quality Dispute Leading to Non-Payment,Below 1 Lakh,50000,PSU,733,1,0,1,5,0.67,114,0,Mutually Settled,45.0
2018,Punjab,IT & Software Services,Payment After Due Date,Below 1 Lakh,50000,PSU,586,1,1,1,12,0.72,31,0,Mutually Settled,105.0
2020,Maharashtra,IT & Software Services,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,343,0,1,0,1,0.71,27,0,Converted to Case - Pending,
2025,Maharashtra,Construction,Partial Payment,10-50 Lakh,3000000,PSU,655,1,1,1,8,0.92,112,0,Mutually Settled,109.0
2025,Odisha,Electrical & Electronics,Non-Payment,10-50 Lakh,3000000,Private Large Corp,232,0,1,0,14,0.4,119,2,Converted to Case - Pending,
2020,Delhi,Printing & Packaging,Partial Payment,Below 1 Lakh,50000,Private Large Corp,887,1,1,1,14,0.45,26,0,Disposed - In Favour of Claimant,434.0
2024,Madhya Pradesh,Printing & Packaging,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,496,1,1,1,11,0.67,83,0,Disposed - In Favour of Claimant,400.0
2021,Rajasthan,Food Processing,Contract Breach,1-10 Lakh,500000,Govt Department,781,1,0,1,2,0.5,52,0,Mutually Settled,121.0
2023,Maharashtra,Engineering & Fabrication,Partial Payment,1-10 Lakh,500000,Govt Department,665,1,1,1,11,0.69,73,0,Mutually Settled,153.0
2021,Maharashtra,Food Processing,Non-Payment,10-50 Lakh,3000000,Private Large Corp,129,1,1,1,13,0.43,64,0,Mutually Settled,82.0
2022,Haryana,Auto Components,Partial Payment,1-10 Lakh,500000,CPSE,303,1,1,0,4,0.46,56,0,Disposed - In Favour of Claimant,220.0
2020,Uttar Pradesh,IT & Software Services,Contract Breach,Below 1 Lakh,50000,Private Large Corp,693,0,0,1,12,1.0,47,0,Disposed - In Favour of Claimant,92.0
2018,Gujarat,Printing & Packaging,Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,159,1,1,0,10,0.6,8,2,Mutually Settled,111.0
2019,Rajasthan,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,854,1,1,1,4,0.42,5,1,Mutually Settled,19.0
2020,Maharashtra,Printing & Packaging,Partial Payment,1-10 Lakh,500000,Govt Department,685,0,1,0,14,0.63,51,0,Disposed - In Favour of Claimant,574.0
2025,Delhi,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,PSU,134,0,1,0,3,0.86,117,1,Mutually Settled,37.0
2025,Tamil Nadu,Pharma & Chemicals,Non-Payment,10-50 Lakh,3000000,PSU,696,1,1,1,3,0.89,107,0,Mutually Settled,81.0
2024,Madhya Pradesh,IT & Software Services,Non-Payment,10-50 Lakh,3000000,Private Large Corp,581,1,1,0,11,0.36,21,0,Disposed - In Favour of Claimant,574.0
2020,Tamil Nadu,Auto Components,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,592,1,0,1,3,0.5,23,0,Disposed - In Favour of Claimant,614.0
2021,Rajasthan,Food Processing,Non-Payment,1-10 Lakh,500000,Private SME,690,1,0,1,10,0.69,64,3,Disposed - In Favour of Claimant,377.0
2021,Maharashtra,Auto Components,Non-Payment,Below 1 Lakh,50000,Private SME,663,0,1,0,12,0.64,56,0,Disposed - In Favour of Claimant,158.0
2021,Maharashtra,Pharma & Chemicals,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,827,0,1,1,14,0.33,83,0,Disposed - In Favour of Claimant,639.0
2018,Uttar Pradesh,Engineering & Fabrication,Contract Breach,1-10 Lakh,500000,Private Large Corp,466,1,1,0,7,0.36,113,0,Disposed - In Favour of Claimant,137.0
2022,Rajasthan,Auto Components,Contract Breach,10-50 Lakh,3000000,Private Large Corp,831,0,1,1,2,0.44,63,0,Mutually Settled,110.0
2018,Delhi,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,Private Large Corp,661,1,1,0,12,0.3,50,2,Disposed - In Favour of Claimant,313.0
2024,Tamil Nadu,Manufacturing,Contract Breach,Below 1 Lakh,50000,Private Large Corp,219,0,1,1,13,0.56,119,0,Mutually Settled,37.0
2023,Haryana,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,782,1,1,0,11,0.89,10,0,Mutually Settled,26.0
2021,Andhra Pradesh,Auto Components,Payment After Due Date,Above 1 Crore,15000000,Private SME,625,1,1,0,2,0.52,119,0,Mutually Settled,138.0
2023,Madhya Pradesh,Electrical & Electronics,Partial Payment,50 Lakh - 1 Crore,7500000,PSU,547,0,0,1,3,0.87,106,0,Mutually Settled,35.0
2020,Maharashtra,Pharma & Chemicals,Non-Payment,Above 1 Crore,15000000,Private SME,614,1,1,1,12,0.66,99,0,Disposed - In Favour of Claimant,125.0
2020,Rajasthan,Auto Components,Partial Payment,1-10 Lakh,500000,Private SME,597,1,1,0,12,0.61,23,2,Disposed - In Favour of Claimant,372.0
2020,Maharashtra,Auto Components,Non-Payment,Below 1 Lakh,50000,PSU,519,0,1,1,6,0.32,102,2,Mutually Settled,62.0
2024,Gujarat,Textile & Apparel,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,258,1,1,1,8,0.88,91,3,Mutually Settled,141.0
2020,Himachal Pradesh,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,CPSE,218,1,1,1,3,0.67,100,0,Mutually Settled,166.0
2022,Gujarat,Construction,Partial Payment,Below 1 Lakh,50000,PSU,445,0,1,1,8,0.33,94,0,Mutually Settled,134.0
2020,Rajasthan,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,PSU,669,1,0,0,5,0.73,100,2,Disposed - In Favour of Claimant,194.0
2020,Delhi,Engineering & Fabrication,Non-Payment,Below 1 Lakh,50000,Private SME,875,1,1,1,10,0.53,92,0,Mutually Settled,129.0
2020,Haryana,Textile & Apparel,Contract Breach,1-10 Lakh,500000,Private Large Corp,324,0,1,0,8,0.66,60,0,Mutually Settled,156.0
2023,Karnataka,Printing & Packaging,Payment After Due Date,1-10 Lakh,500000,Govt Department,261,1,1,1,6,0.7,5,1,Mutually Settled,131.0
2022,Maharashtra,Pharma & Chemicals,Contract Breach,Below 1 Lakh,50000,Private Large Corp,758,1,1,1,5,0.89,7,0,Mutually Settled,29.0
2023,Tamil Nadu,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private SME,555,1,1,1,4,0.42,53,1,Mutually Settled,152.0
2020,Karnataka,Food Processing,Non-Payment,1-10 Lakh,500000,Private SME,640,1,1,1,5,0.76,17,0,Mutually Settled,29.0
2017,Maharashtra,Pharma & Chemicals,Partial Payment,10-50 Lakh,3000000,PSU,264,1,1,1,10,0.92,12,0,Mutually Settled,20.0
2023,Uttar Pradesh,Construction,Partial Payment,10-50 Lakh,3000000,Govt Department,149,1,1,1,1,1.0,7,1,Mutually Settled,33.0
2019,Maharashtra,Electrical & Electronics,Non-Payment,Below 1 Lakh,50000,Private SME,96,0,0,0,9,0.86,112,0,Disposed - In Favour of Claimant,421.0
2020,Maharashtra,Pharma & Chemicals,Payment After Due Date,10-50 Lakh,3000000,PSU,814,1,0,0,9,0.72,45,0,Mutually Settled,174.0
2020,Uttar Pradesh,Textile & Apparel,Non-Payment,Below 1 Lakh,50000,CPSE,122,1,1,1,11,0.71,83,0,Mutually Settled,26.0
2023,Maharashtra,Pharma & Chemicals,Non-Payment,1-10 Lakh,500000,PSU,474,1,0,1,4,0.96,107,1,Mutually Settled,102.0
2023,Delhi,Construction,Non-Payment,10-50 Lakh,3000000,Private SME,49,1,1,1,11,0.59,36,0,Mutually Settled,177.0
2019,Haryana,Construction,Partial Payment,Above 1 Crore,15000000,PSU,356,1,1,1,1,0.81,18,1,Disposed - In Favour of Claimant,279.0
2022,Madhya Pradesh,Manufacturing,Payment After Due Date,10-50 Lakh,3000000,PSU,134,1,0,1,10,1.0,63,1,Mutually Settled,21.0
2023,Gujarat,Auto Components,Partial Payment,1-10 Lakh,500000,Private Large Corp,695,1,1,0,7,0.63,23,1,Mutually Settled,27.0
2021,Gujarat,Food Processing,Partial Payment,1-10 Lakh,500000,Private Large Corp,516,0,1,1,14,0.25,12,2,Mutually Settled,49.0
2020,Maharashtra,Food Processing,Non-Payment,1-10 Lakh,500000,Private SME,807,1,1,1,6,0.48,46,1,Mutually Settled,92.0
2023,Punjab,Textile & Apparel,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,408,1,0,1,12,0.71,80,2,Mutually Settled,128.0
2022,Haryana,Construction,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,75,1,1,1,11,0.48,52,0,Mutually Settled,156.0
2018,Maharashtra,Manufacturing,Partial Payment,1-10 Lakh,500000,PSU,781,1,1,1,13,0.58,66,0,Mutually Settled,15.0
2023,Jharkhand,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,203,1,1,1,6,0.59,58,0,Disposed - In Favour of Claimant,484.0
2022,Maharashtra,Manufacturing,Partial Payment,10-50 Lakh,3000000,PSU,562,1,1,1,6,0.76,40,0,Mutually Settled,24.0
2023,Karnataka,Engineering & Fabrication,Partial Payment,10-50 Lakh,3000000,Private Large Corp,538,1,1,1,13,0.46,23,0,Rejected,69.0
2019,Haryana,Pharma & Chemicals,Contract Breach,Below 1 Lakh,50000,CPSE,316,0,1,1,10,0.53,34,2,Mutually Settled,92.0
2020,Kerala,Auto Components,Contract Breach,50 Lakh - 1 Crore,7500000,PSU,446,1,0,0,14,0.93,48,0,Mutually Settled,52.0
2022,Haryana,Manufacturing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private SME,93,1,1,0,3,0.55,65,0,Disposed - In Favour of Claimant,442.0
2022,Madhya Pradesh,Pharma & Chemicals,Non-Payment,1-10 Lakh,500000,Govt Department,398,0,0,1,4,0.8,50,0,Mutually Settled,171.0
2021,Tamil Nadu,Auto Components,Contract Breach,Below 1 Lakh,50000,Private Large Corp,761,1,1,1,1,0.65,61,0,Disposed - In Favour of Claimant,570.0
2023,Telangana,Electrical & Electronics,Partial Payment,10-50 Lakh,3000000,Private SME,326,1,1,0,1,0.65,73,0,Mutually Settled,75.0
2022,Maharashtra,Engineering & Fabrication,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,545,0,1,0,7,0.8,76,2,Disposed - In Favour of Claimant,220.0
2023,Bihar,Engineering & Fabrication,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,320,1,0,1,4,0.28,119,0,Converted to Case - Pending,
2019,Karnataka,Construction,Non-Payment,Below 1 Lakh,50000,Private Large Corp,104,1,1,1,14,0.74,31,1,Mutually Settled,151.0
2023,Telangana,Engineering & Fabrication,Partial Payment,Below 1 Lakh,50000,PSU,226,0,1,1,2,0.76,111,0,Mutually Settled,27.0
2022,Rajasthan,Electrical & Electronics,Non-Payment,Above 1 Crore,15000000,Private Large Corp,516,0,1,1,13,0.82,10,1,Disposed - In Favour of Claimant,607.0
2018,Punjab,Construction,Non-Payment,Above 1 Crore,15000000,Govt Department,724,0,1,1,8,0.57,94,2,Disposed - In Favour of Claimant,723.0
2020,Karnataka,IT & Software Services,Quality Dispute Leading to Non-Payment,Below 1 Lakh,50000,CPSE,818,1,0,1,7,0.65,93,0,Disposed - In Favour of Claimant,637.0
2017,West Bengal,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,Govt Department,469,1,1,0,10,0.16,50,0,Disposed - In Favour of Claimant,286.0
2021,Maharashtra,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private Large Corp,258,0,1,0,2,0.52,9,0,Mutually Settled,148.0
2021,Maharashtra,Pharma & Chemicals,Non-Payment,10-50 Lakh,3000000,Govt Department,145,1,1,0,12,0.69,14,0,Mutually Settled,29.0
2025,Gujarat,Printing & Packaging,Non-Payment,50 Lakh - 1 Crore,7500000,Private SME,507,1,1,1,11,0.94,101,0,Mutually Settled,45.0
